work_id,concept_id,concept_name,score
https://openalex.org/W3183825684,https://openalex.org/C127413603,Engineering,0.47812238335609436
https://openalex.org/W3183825684,https://openalex.org/C103208741,Service life,0.4181225597858429
https://openalex.org/W3183825684,https://openalex.org/C187320778,Geotechnical engineering,0.348469078540802
https://openalex.org/W3183825684,https://openalex.org/C192562407,Materials science,0.34814393520355225
https://openalex.org/W4386744870,https://openalex.org/C100776233,Bridge (graph theory),0.8605346083641052
https://openalex.org/W4386744870,https://openalex.org/C56666940,Documentation,0.6768097281455994
https://openalex.org/W4386744870,https://openalex.org/C41008148,Computer science,0.6168659329414368
https://openalex.org/W4386744870,https://openalex.org/C2777188360,Bridge maintenance,0.49771788716316223
https://openalex.org/W4386744870,https://openalex.org/C201995342,Systems engineering,0.4092618525028229
https://openalex.org/W4386744870,https://openalex.org/C107053488,Construction engineering,0.35858818888664246
